,A UN Equity,,AAL UW Equity,,AAP UN Equity,,AAPL UW Equity,,ABBV UN Equity,,ABC UN Equity,,ABT UN Equity,,ACN UN Equity,,ADBE UW Equity,,ADI UW Equity,,ADM UN Equity,,ADP UW Equity,,ADS UN Equity,,ADSK UW Equity,,AEE UN Equity,,AEP UN Equity,,AES UN Equity,,AET UN Equity,,AFL UN Equity,,AGN UN Equity,,AIG UN Equity,,AIV UN Equity,,AIZ UN Equity,,AJG UN Equity,,AKAM UW Equity,,ALB UN Equity,,ALGN UW Equity,,ALK UN Equity,,ALL UN Equity,,ALLE UN Equity,,ALXN UW Equity,,AMAT UW Equity,,AMD UR Equity,,AME UN Equity,,AMG UN Equity,,AMGN UW Equity,,AMP UN Equity,,AMT UN Equity,,AMZN UW Equity,,ANDV UN Equity,,ANSS UW Equity,,ANTM UN Equity,,AON UN Equity,,AOS UN Equity,,APA UN Equity,,APC UN Equity,,APD UN Equity,,APH UN Equity,,ARE UN Equity,,ARNC UN Equity,,ATVI UW Equity,,AVB UN Equity,,AVGO UW Equity,,AVY UN Equity,,AWK UN Equity,,AXP UN Equity,,AYI UN Equity,,AZO UN Equity,,BA UN Equity,,BAC UN Equity,,BAX UN Equity,,BBT UN Equity,,BBY UN Equity,,BCR UN Equity,,BDX UN Equity,,BEN UN Equity,,BF/B UN Equity,,BHF UW Equity,,BHGE UN Equity,,BIIB UW Equity,,BK UN Equity,,BLK UN Equity,,BLL UN Equity,,BMY UN Equity,,BRK/B UN Equity,,BSX UN Equity,,BWA UN Equity,,BXP UN Equity,,C UN Equity,,CA UW Equity,,CAG UN Equity,,CAH UN Equity,,CAT UN Equity,,CB UN Equity,,CBG UN Equity,,CBOE UW Equity,,CBS UN Equity,,CCI UN Equity,,CCL UN Equity,,CDNS UW Equity,,CELG UW Equity,,CERN UW Equity,,CF UN Equity,,CFG UN Equity,,CHD UN Equity,,CHK UN Equity,,CHRW UW Equity,,CHTR UW Equity,,CI UN Equity,,CINF UW Equity,,CL UN Equity,,CLX UN Equity,,CMA UN Equity,,CMCSA UW Equity,,CME UW Equity,,CMG UN Equity,,CMI UN Equity,,CMS UN Equity,,CNC UN Equity,,CNP UN Equity,,COF UN Equity,,COG UN Equity,,COH UN Equity,,COL UN Equity,,COO UN Equity,,COP UN Equity,,COST UW Equity,,COTY UN Equity,,CPB UN Equity,,CRM UN Equity,,CSCO UW Equity,,CSRA UN Equity,,CSX UW Equity,,CTAS UW Equity,,CTL UN Equity,,CTSH UW Equity,,CTXS UW Equity,,CVS UN Equity,,CVX UN Equity,,CXO UN Equity,,D UN Equity,,DAL UN Equity,,DE UN Equity,,DFS UN Equity,,DG UN Equity,,DGX UN Equity,,DHI UN Equity,,DHR UN Equity,,DIS UN Equity,,DISCA UW Equity,,DISCK UW Equity,,DISH UW Equity,,DLPH UN Equity,,DLR UN Equity,,DLTR UW Equity,,DOV UN Equity,,DPS UN Equity,,DRE UN Equity,,DRI UN Equity,,DTE UN Equity,,DUK UN Equity,,DVA UN Equity,,DVN UN Equity,,DWDP UN Equity,,DXC UN Equity,,EA UW Equity,,EBAY UW Equity,,ECL UN Equity,,ED UN Equity,,EFX UN Equity,,EIX UN Equity,,EL UN Equity,,EMN UN Equity,,EMR UN Equity,,EOG UN Equity,,EQIX UW Equity,,EQR UN Equity,,EQT UN Equity,,ES UN Equity,,ESRX UW Equity,,ESS UN Equity,,ETFC UW Equity,,ETN UN Equity,,ETR UN Equity,,EVHC UN Equity,,EW UN Equity,,EXC UN Equity,,EXPD UW Equity,,EXPE UW Equity,,EXR UN Equity,,F UN Equity,,FAST UW Equity,,FB UW Equity,,FBHS UN Equity,,FCX UN Equity,,FDX UN Equity,,FE UN Equity,,FFIV UW Equity,,FIS UN Equity,,FISV UW Equity,,FITB UW Equity,,FL UN Equity,,FLIR UW Equity,,FLR UN Equity,,FLS UN Equity,,FMC UN Equity,,FOX UW Equity,,FOXA UW Equity,,FRT UN Equity,,FTI UN Equity,,FTV UN Equity,,GD UN Equity,,GE UN Equity,,GGP UN Equity,,GILD UW Equity,,GIS UN Equity,,GLW UN Equity,,GM UN Equity,,GOOG UW Equity,,GOOGL UW Equity,,GPC UN Equity,,GPN UN Equity,,GPS UN Equity,,GRMN UW Equity,,GS UN Equity,,GT UW Equity,,GWW UN Equity,,HAL UN Equity,,HAS UW Equity,,HBAN UW Equity,,HBI UN Equity,,HCA UN Equity,,HCN UN Equity,,HCP UN Equity,,HD UN Equity,,HES UN Equity,,HIG UN Equity,,HLT UN Equity,,HOG UN Equity,,HOLX UW Equity,,HON UN Equity,,HP UN Equity,,HPE UN Equity,,HPQ UN Equity,,HRB UN Equity,,HRL UN Equity,,HRS UN Equity,,HSIC UW Equity,,HST UN Equity,,HSY UN Equity,,HUM UN Equity,,IBM UN Equity,,ICE UN Equity,,IDXX UW Equity,,IFF UN Equity,,ILMN UW Equity,,INCY UW Equity,,INFO UW Equity,,INTC UW Equity,,INTU UW Equity,,IP UN Equity,,IPG UN Equity,,IR UN Equity,,IRM UN Equity,,ISRG UW Equity,,IT UN Equity,,ITW UN Equity,,IVZ UN Equity,,JBHT UW Equity,,JCI UN Equity,,JEC UN Equity,,JNJ UN Equity,,JNPR UN Equity,,JPM UN Equity,,JWN UN Equity,,K UN Equity,,KEY UN Equity,,KHC UW Equity,,KIM UN Equity,,KLAC UW Equity,,KMB UN Equity,,KMI UN Equity,,KMX UN Equity,,KO UN Equity,,KORS UN Equity,,KR UN Equity,,KSS UN Equity,,KSU UN Equity,,L UN Equity,,LB UN Equity,,LEG UN Equity,,LEN UN Equity,,LH UN Equity,,LKQ UW Equity,,LLL UN Equity,,LLY UN Equity,,LMT UN Equity,,LNC UN Equity,,LNT UN Equity,,LOW UN Equity,,LRCX UW Equity,,LUK UN Equity,,LUV UN Equity,,LVLT UN Equity,,LYB UN Equity,,M UN Equity,,MA UN Equity,,MAA UN Equity,,MAC UN Equity,,MAR UW Equity,,MAS UN Equity,,MAT UW Equity,,MCD UN Equity,,MCHP UW Equity,,MCK UN Equity,,MCO UN Equity,,MDLZ UW Equity,,MDT UN Equity,,MET UN Equity,,MGM UN Equity,,MHK UN Equity,,MKC UN Equity,,MLM UN Equity,,MMC UN Equity,,MMM UN Equity,,MNST UW Equity,,MO UN Equity,,MON UN Equity,,MOS UN Equity,,MPC UN Equity,,MRK UN Equity,,MRO UN Equity,,MS UN Equity,,MSFT UW Equity,,MSI UN Equity,,MTB UN Equity,,MTD UN Equity,,MU UW Equity,,MYL UW Equity,,NAVI UW Equity,,NBL UN Equity,,NDAQ UW Equity,,NEE UN Equity,,NEM UN Equity,,NFLX UW Equity,,NFX UN Equity,,NI UN Equity,,NKE UN Equity,,NLSN UN Equity,,NOC UN Equity,,NOV UN Equity,,NRG UN Equity,,NSC UN Equity,,NTAP UW Equity,,NTRS UW Equity,,NUE UN Equity,,NVDA UW Equity,,NWL UN Equity,,NWS UW Equity,,NWSA UW Equity,,O UN Equity,,OKE UN Equity,,OMC UN Equity,,ORCL UN Equity,,ORLY UW Equity,,OXY UN Equity,,PAYX UW Equity,,PBCT UW Equity,,PCAR UW Equity,,PCG UN Equity,,PCLN UW Equity,,PDCO UW Equity,,PEG UN Equity,,PEP UN Equity,,PFE UN Equity,,PFG UN Equity,,PG UN Equity,,PGR UN Equity,,PH UN Equity,,PHM UN Equity,,PKG UN Equity,,PKI UN Equity,,PLD UN Equity,,PM UN Equity,,PNC UN Equity,,PNR UN Equity,,PNW UN Equity,,PPG UN Equity,,PPL UN Equity,,PRGO UN Equity,,PRU UN Equity,,PSA UN Equity,,PSX UN Equity,,PVH UN Equity,,PWR UN Equity,,PX UN Equity,,PXD UN Equity,,PYPL UW Equity,,Q UN Equity,,QCOM UW Equity,,QRVO UW Equity,,RCL UN Equity,,RE UN Equity,,REG UN Equity,,REGN UW Equity,,RF UN Equity,,RHI UN Equity,,RHT UN Equity,,RJF UN Equity,,RL UN Equity,,RMD UN Equity,,ROK UN Equity,,ROP UN Equity,,ROST UW Equity,,RRC UN Equity,,RSG UN Equity,,RTN UN Equity,,SBAC UW Equity,,SBUX UW Equity,,SCG UN Equity,,SCHW UN Equity,,SEE UN Equity,,SHW UN Equity,,SIG UN Equity,,SJM UN Equity,,SLB UN Equity,,SLG UN Equity,,SNA UN Equity,,SNI UW Equity,,SNPS UW Equity,,SO UN Equity,,SPG UN Equity,,SPGI UN Equity,,SRCL UW Equity,,SRE UN Equity,,STI UN Equity,,STT UN Equity,,STX UW Equity,,STZ UN Equity,,SWK UN Equity,,SWKS UW Equity,,SYF UN Equity,,SYK UN Equity,,SYMC UW Equity,,SYY UN Equity,,T UN Equity,,TAP UN Equity,,TDG UN Equity,,TEL UN Equity,,TGT UN Equity,,TIF UN Equity,,TJX UN Equity,,TMK UN Equity,,TMO UN Equity,,TRIP UW Equity,,TROW UW Equity,,TRV UN Equity,,TSCO UW Equity,,TSN UN Equity,,TSS UN Equity,,TWX UN Equity,,TXN UW Equity,,TXT UN Equity,,UA UN Equity,,UAA UN Equity,,UAL UN Equity,,UDR UN Equity,,UHS UN Equity,,ULTA UW Equity,,UNH UN Equity,,UNM UN Equity,,UNP UN Equity,,UPS UN Equity,,URI UN Equity,,USB UN Equity,,UTX UN Equity,,V UN Equity,,VAR UN Equity,,VFC UN Equity,,VIAB UW Equity,,VLO UN Equity,,VMC UN Equity,,VNO UN Equity,,VRSK UW Equity,,VRSN UW Equity,,VRTX UW Equity,,VTR UN Equity,,VZ UN Equity,,WAT UN Equity,,WBA UW Equity,,WDC UW Equity,,WEC UN Equity,,WFC UN Equity,,WHR UN Equity,,WLTW UW Equity,,WM UN Equity,,WMB UN Equity,,WMT UN Equity,,WRK UN Equity,,WU UN Equity,,WY UN Equity,,WYN UN Equity,,WYNN UW Equity,,XEC UN Equity,,XEL UN Equity,,XL UN Equity,,XLNX UW Equity,,XOM UN Equity,,XRAY UW Equity,,XRX UN Equity,,XYL UN Equity,,YUM UN Equity,,ZBH UN Equity,,ZION UW Equity,,ZTS UN Equity
2007/01/31,21.5951,,#N/A N/A,,36.478,,11.0182,,#N/A N/A,,22.22,,19.1432,,30.6802,,38.87,,#N/A N/A,,25.2699,,#N/A N/A,,67.315,,43.72,,31.4472,,27.6378,,18.1598,,38.648,,36.6209,,26.978,,1041.9275,,27.7889,,45.5013,,18.5434,,56.18,,33.1379,,16.55,,10.1465,,45.6143,,#N/A N/A,,10.3925,,14.3102,,#N/A N/A,,14.4006,,110.9912,,61.567,,46.95,,35.927,,37.67,,35.0793,,24.945,,69.748,,31.359,,5.4561,,65.2473,,40.533,,52.6819,,15.9847,,76.0402,,#N/A N/A,,7.7826,,98.928,,#N/A N/A,,49.8287,,#N/A N/A,,48.6644,,44.219,,125.63,,68.243,,43.297,,21.6193,,29.2392,,38.6496,,76.8556,,63.106,,32.4636,,13.1459,,#N/A N/A,,42.3739,,44.526,,34.5414,,129.473,,10.558,,19.051,,73.35,,18.45,,15.9143,,84.113,,485.6753,,#N/A N/A,,14.3088,,41.7645,,47.4291,,45.245,,37.61,,#N/A N/A,,24.5565,,30.7248,,38.7074,,18.9,,26.84,,11.2325,,5.21,,#N/A N/A,,9.7997,,25.0536,,42.5229,,#N/A N/A,,43.708,,28.2432,,26.745,,47.666,,46.1768,,12.4313,,#N/A N/A,,59.42,,27.332,,11.6338,,12.46,,10.5646,,68.0954,,7.8426,,37.2159,,57.0868,,47.2223,,34.5667,,43.147,,#N/A N/A,,28.4712,,10.9575,,21.9687,,#N/A N/A,,#N/A N/A,,34.4489,,21.6506,,21.2276,,25.2185,,29.1945,,49.766,,#N/A N/A,,27.0785,,#N/A N/A,,39.3621,,#N/A N/A,,#N/A N/A,,45.1436,,24.9605,,27.1006,,30.1907,,7.6795,,#N/A N/A,,29.6264,,#N/A N/A,,22.918,,10.4867,,32.4395,,#N/A N/A,,25.0387,,24.6842,,29.1485,,35.2412,,27.3,,61.6812,,28.4912,,#N/A N/A,,50,,13.6322,,38.4689,,29.5853,,36.934,,32.6626,,20.7236,,22.0315,,32.518,,32.2979,,73.177,,32.1339,,38.3443,,19.2096,,17.38,,99.75,,243.8,,28.2202,,58.7229,,#N/A N/A,,12.79,,38.6471,,37.5305,,18.587,,12.7345,,6.4862,,14.6665,,#N/A N/A,,#N/A N/A,,22.2202,,103.2689,,36.3597,,35.72,,20.6269,,26.285,,30.3577,,16.368,,14.1473,,36.4342,,15.5046,,17.5608,,#N/A N/A,,#N/A N/A,,66.737,,14.6976,,#N/A N/A,,61.124,,24.507,,35.1591,,15.1945,,20.6289,,17.1665,,#N/A N/A,,#N/A N/A,,250.893,,33.4611,,18.5857,,14.9023,,33.322,,186.792,,#N/A N/A,,63.587,,25.7067,,#N/A N/A,,17.1133,,5.9362,,#N/A N/A,,26.312,,20.742,,30.697,,48.2561,,74.701,,#N/A N/A,,54.1325,,27.775,,35.119,,21.7927,,#N/A N/A,,16.0708,,17.0748,,7.7904,,37.6992,,25.385,,18.8391,,38.8166,,52.175,,77.6554,,24.831,,21.4525,,38.8,,20.425,,7.43,,#N/A N/A,,15.0171,,29.345,,23.2426,,11.2161,,28.4924,,16.1844,,32.803,,21.86,,39.2878,,18.315,,22.1649,,18.3916,,44.9013,,48.155,,#N/A N/A,,39.1325,,40.5022,,35.9861,,29.5498,,#N/A N/A,,29.9982,,29.9997,,45.4473,,#N/A N/A,,28.715,,17.3356,,#N/A N/A,,10.8365,,56.9313,,28.0626,,40.576,,14.3013,,15.3741,,48.6303,,73.44,,5.355,,63.6675,,35.3736,,69.113,,56.5328,,11.9803,,28.148,,43.7547,,24.3402,,14.3602,,#N/A N/A,,#N/A N/A,,32.0287,,10.623,,37.5579,,52.0411,,#N/A N/A,,21.6072,,#N/A N/A,,31.812,,23.1929,,51.383,,61.5781,,#N/A N/A,,42.94,,43.0849,,69.2104,,82.42,,30.6663,,98.598,,22.1094,,56.227,,6.348,,11.6229,,46.491,,16.6355,,#N/A N/A,,29.7079,,21.3258,,58.314,,23.8539,,68.5868,,87.302,,82.8,,#N/A N/A,,#N/A N/A,,#N/A N/A,,23.8056,,30.9276,,39.7655,,39.1525,,3.257,,42.81,,5.997,,10.6215,,#N/A N/A,,48.882,,23.5683,,27.134,,38.1681,,34.3382,,48.5174,,45.168,,18.9579,,22.9028,,#N/A N/A,,#N/A N/A,,16.3268,,12.1035,,41.4354,,#N/A N/A,,34.91,,33.0952,,27.0875,,13.7272,,33.2059,,30.9823,,42.62,,32.9359,,21.875,,48.097,,16.7455,,47.1214,,47.319,,15.6394,,45.3902,,31.4079,,15.9166,,21.5639,,41.0629,,#N/A N/A,,57.3286,,24.9858,,29.9747,,25.599,,20.5687,,#N/A N/A,,67.3529,,77.041,,#N/A N/A,,53.7198,,20.57,,50.019,,40.152,,#N/A N/A,,#N/A N/A,,29.912,,#N/A N/A,,38.9942,,74.1954,,55.892,,19.89,,27.9652,,33.267,,22.73,,27.1199,,73.7158,,23.7257,,47.479,,48.6906,,7.2346,,29.7029,,21.585,,39.2224,,29.71,,15.617,,25.3195,,#N/A N/A,,26.5271,,58.167,,41.3241,,33.245,,53.0278,,114.4554,,38.238,,#N/A N/A,,26.6,,22.056,,73.905,,51.329,,38.5,,41.682,,66.2282,,60.6354,,#N/A N/A,,24.12,,43.96,,6.3034,,#N/A N/A,,54.3537,,12.9214,,24.4986,,21.3547,,31.954,,15.587,,#N/A N/A,,47.9598,,32.0648,,12.8811,,25.8153,,46.32,,#N/A N/A,,36.0089,,38.824,,11.6893,,15.7713,,23.9518,,34.1944,,#N/A N/A,,43.247,,#N/A N/A,,6.5605,,#N/A N/A,,19.0119,,27.3463,,#N/A N/A,,46.361,,18.163,,20.4256,,52.92,,25.75,,26.9375,,52.996,,#N/A N/A,,40.85,,14.3601,,#N/A N/A,,38.8495,,87.498,,61.2899,,#N/A N/A,,20.2947,,35.35,,24.3736,,21.1094,,56.69,,#N/A N/A,,#N/A N/A,,16.6243,,27.2181,,70.481,,#N/A N/A,,26.452,,14.7439,,36.8802,,#N/A N/A,,17.9844,,20.1578,,25.4303,,70.1597,,35.402,,15.103,,51.4005,,18.655,,55.695,,29.0482,,36.1488,,#N/A N/A,,17.3694,,79.9212,,76.0492,,#N/A N/A
2007/02/28,21.4062,,#N/A N/A,,36.189,,10.8743,,#N/A N/A,,22.3634,,19.7283,,29.0141,,39.25,,#N/A N/A,,27.239,,#N/A N/A,,59.209,,41.15,,30.9262,,28.731,,18.6227,,40.582,,36.4465,,26.125,,1023.9083,,26.1162,,43.8384,,18.5175,,51.57,,34.7824,,16.42,,9.7084,,45.5385,,#N/A N/A,,9.22,,15.0301,,#N/A N/A,,14.2095,,113.0835,,56.221,,46.639,,34.944,,39.14,,38.8475,,25.51,,70.646,,32.925,,5.5017,,61.2772,,37.2718,,52.7948,,15.2341,,73.8157,,#N/A N/A,,7.641,,91.726,,#N/A N/A,,48.4437,,#N/A N/A,,47.536,,42.23,,125.29,,66.755,,42.3559,,21.7717,,29.3914,,35.6358,,74.3223,,62.327,,31.9949,,13.1279,,#N/A N/A,,40.043,,41.625,,35.068,,122.743,,10.5759,,17.4628,,70.46,,16.31,,17.0985,,80.117,,448.3977,,#N/A N/A,,14.0416,,40.9867,,47.6882,,43.976,,33.32,,#N/A N/A,,23.9105,,28.6275,,35.0463,,19.94,,26.65,,13.0275,,6.6077,,#N/A N/A,,10.3869,,25.7982,,40.8477,,#N/A N/A,,47.042,,27.2837,,26.3769,,46.165,,47.0256,,10.8213,,#N/A N/A,,59.99,,27.427,,12.1997,,12.06,,11.0226,,65.3043,,8.174,,38.3033,,54.9281,,45.4304,,34.2596,,43.025,,#N/A N/A,,30.2099,,10.815,,21.4316,,#N/A N/A,,#N/A N/A,,34.1257,,21.6071,,22.4496,,25.6405,,27.2511,,47.1872,,#N/A N/A,,28.149,,#N/A N/A,,42.5572,,#N/A N/A,,#N/A N/A,,43.8877,,21.791,,26.2151,,29.4095,,7.4431,,#N/A N/A,,29.8173,,#N/A N/A,,25.2774,,11.37,,31.3732,,#N/A N/A,,25.2552,,25.8321,,29.1045,,35.6079,,27.275,,57.8267,,30.0413,,#N/A N/A,,50.42,,13.4933,,37.0668,,30.1255,,34.47,,34.0714,,20.8894,,22.2421,,31.3429,,31.6485,,71.958,,28.9993,,38.021,,20.3175,,18.8525,,95.98,,230.9,,29.3393,,62.7689,,#N/A N/A,,12.618,,42.7692,,39.4294,,18.423,,12.2829,,6.3186,,13.9535,,#N/A N/A,,#N/A N/A,,22.1815,,106.8048,,38.663,,36.31,,22.2908,,26.48,,30.6468,,16.5723,,15.9094,,37.259,,15.1686,,16.5953,,#N/A N/A,,#N/A N/A,,64.644,,15.6113,,#N/A N/A,,59.802,,23.9254,,36.2507,,16.9048,,20.3118,,16.9936,,#N/A N/A,,#N/A N/A,,224.943,,34.292,,18.9448,,14.9178,,36.3344,,177.495,,#N/A N/A,,63.411,,26.9361,,#N/A N/A,,17.0178,,6.6394,,#N/A N/A,,25.1878,,18.691,,29.838,,47.4159,,74.8102,,#N/A N/A,,52.2533,,27.525,,35.8817,,22.1298,,#N/A N/A,,14.6226,,15.1175,,7.5027,,36.4085,,26.085,,18.7039,,40.4197,,56.255,,73.066,,28.692,,21.545,,37.456,,16.795,,6.41,,#N/A N/A,,14.2976,,27.535,,25.0037,,10.7303,,28.8997,,16.1092,,37.033,,21.16,,39.8349,,17.9392,,23.5107,,17.7858,,44.7972,,45.716,,#N/A N/A,,37.9569,,38.6872,,36.6728,,29.4874,,#N/A N/A,,30.3974,,31.6057,,44.6025,,#N/A N/A,,26.35,,16.9011,,#N/A N/A,,10.8935,,55.3898,,29.911,,40.6152,,14.2427,,15.1077,,44.1637,,79.75,,5.43,,67.5404,,34.6771,,69.416,,57.3832,,13.7831,,27.1878,,42.6563,,25.1853,,14.3929,,#N/A N/A,,#N/A N/A,,34.4758,,10.206,,34.5031,,51.3582,,#N/A N/A,,20.1618,,#N/A N/A,,31.36,,23.9325,,51.446,,55.7544,,#N/A N/A,,40.4576,,43.7992,,70.249,,87.52,,30.0771,,107.278,,22.0494,,56.414,,5.833,,11.2092,,44.466,,21.2454,,#N/A N/A,,29.3163,,21.5145,,52.7707,,21.8501,,63.9913,,86.721,,86.36,,#N/A N/A,,#N/A N/A,,#N/A N/A,,25.6959,,27.1615,,41.7531,,39.1265,,3.219,,43.22,,5.9945,,11.2299,,#N/A N/A,,49.509,,27.0662,,29.9909,,36.4384,,35.3154,,48.158,,42.5996,,19.1744,,23.8982,,#N/A N/A,,#N/A N/A,,15.6755,,11.7509,,40.8092,,#N/A N/A,,34.43,,32.9667,,27.5073,,13.5442,,34.606,,30.8097,,52.41,,29.2316,,24.4434,,46.556,,16.1026,,46.5707,,46.3124,,15.464,,45.329,,27.0361,,17.0734,,21.4103,,39.666,,#N/A N/A,,56.9711,,25.0339,,29.1331,,25.771,,21.9669,,#N/A N/A,,68.7206,,71.736,,#N/A N/A,,53.4178,,23.19,,48.932,,37.655,,#N/A N/A,,#N/A N/A,,32.0887,,#N/A N/A,,35.3029,,77.057,,55.4224,,19.84,,27.6259,,32.0121,,22.45,,25.5736,,78.145,,21.5598,,48.377,,49.816,,7.3354,,30.903,,20.9961,,40.4694,,26.97,,13.8113,,25.9475,,#N/A N/A,,26.0202,,56.289,,40.1153,,34.925,,52.5958,,113.8932,,39.949,,#N/A N/A,,25.58,,21.847,,73.36,,49.587,,38.905,,43.622,,67.7627,,55.9075,,#N/A N/A,,22.872,,42.663,,6.3321,,#N/A N/A,,54.4239,,12.4763,,23.3711,,20.8836,,33.519,,15.612,,#N/A N/A,,48.1853,,35.5604,,12.0093,,25.3902,,43.822,,#N/A N/A,,34.9359,,38.755,,11.8844,,16.2506,,24.1999,,31.8995,,#N/A N/A,,42.8385,,#N/A N/A,,5.9342,,#N/A N/A,,18.9307,,27.3504,,#N/A N/A,,46.308,,17.6759,,20.0137,,51.679,,28.58,,26.9829,,51.336,,#N/A N/A,,40.6906,,15.1059,,#N/A N/A,,41.3507,,100.501,,63.7195,,#N/A N/A,,21.4835,,30.69,,24.1522,,20.5121,,54.26,,#N/A N/A,,#N/A N/A,,17.2102,,26.2937,,68.326,,#N/A N/A,,23.7148,,14.7329,,37.3519,,#N/A N/A,,17.4451,,23.0793,,28.6906,,61.5452,,33.011,,15.2972,,52.8904,,19.7402,,54.1056,,29.7075,,36.2959,,#N/A N/A,,16.7703,,80.0256,,76.9022,,#N/A N/A
