Date,,A UN Equity,,AAL UW Equity,,AAP UN Equity,,AAPL UW Equity,,ABBV UN Equity,,ABC UN Equity,,ABT UN Equity,,ACN UN Equity,,ADBE UW Equity,,ADI UW Equity,,ADM UN Equity,,ADP UW Equity,,ADS UN Equity,,ADSK UW Equity,,AEE UN Equity,,AEP UN Equity,,AES UN Equity,,AET UN Equity,,AFL UN Equity,,AGN UN Equity,,AIG UN Equity,,AIV UN Equity,,AIZ UN Equity,,AJG UN Equity,,AKAM UW Equity,,ALB UN Equity,,ALGN UW Equity,,ALK UN Equity,,ALL UN Equity,,ALLE UN Equity,,ALXN UW Equity,,AMAT UW Equity,,AMD UR Equity,,AME UN Equity,,AMG UN Equity,,AMGN UW Equity,,AMP UN Equity,,AMT UN Equity,,AMZN UW Equity,,ANDV UN Equity,,ANSS UW Equity,,ANTM UN Equity,,AON UN Equity,,AOS UN Equity,,APA UN Equity,,APC UN Equity,,APD UN Equity,,APH UN Equity,,ARE UN Equity,,ARNC UN Equity,,ATVI UW Equity,,AVB UN Equity,,AVGO UW Equity,,AVY UN Equity,,AWK UN Equity,,AXP UN Equity,,AYI UN Equity,,AZO UN Equity,,BA UN Equity,,BAC UN Equity,,BAX UN Equity,,BBT UN Equity,,BBY UN Equity,,BCR UN Equity,,BDX UN Equity,,BEN UN Equity,,BF/B UN Equity,,BHF UW Equity,,BHGE UN Equity,,BIIB UW Equity,,BK UN Equity,,BLK UN Equity,,BLL UN Equity,,BMY UN Equity,,BRK/B UN Equity,,BSX UN Equity,,BWA UN Equity,,BXP UN Equity,,C UN Equity,,CA UW Equity,,CAG UN Equity,,CAH UN Equity,,CAT UN Equity,,CB UN Equity,,CBG UN Equity,,CBOE UW Equity,,CBS UN Equity,,CCI UN Equity,,CCL UN Equity,,CDNS UW Equity,,CELG UW Equity,,CERN UW Equity,,CF UN Equity,,CFG UN Equity,,CHD UN Equity,,CHK UN Equity,,CHRW UW Equity,,CHTR UW Equity,,CI UN Equity,,CINF UW Equity,,CL UN Equity,,CLX UN Equity,,CMA UN Equity,,CMCSA UW Equity,,CME UW Equity,,CMG UN Equity,,CMI UN Equity,,CMS UN Equity,,CNC UN Equity,,CNP UN Equity,,COF UN Equity,,COG UN Equity,,COH UN Equity,,COL UN Equity,,COO UN Equity,,COP UN Equity,,COST UW Equity,,COTY UN Equity,,CPB UN Equity,,CRM UN Equity,,CSCO UW Equity,,CSRA UN Equity,,CSX UW Equity,,CTAS UW Equity,,CTL UN Equity,,CTSH UW Equity,,CTXS UW Equity,,CVS UN Equity,,CVX UN Equity,,CXO UN Equity,,D UN Equity,,DAL UN Equity,,DE UN Equity,,DFS UN Equity,,DG UN Equity,,DGX UN Equity,,DHI UN Equity,,DHR UN Equity,,DIS UN Equity,,DISCA UW Equity,,DISCK UW Equity,,DISH UW Equity,,DLPH UN Equity,,DLR UN Equity,,DLTR UW Equity,,DOV UN Equity,,DPS UN Equity,,DRE UN Equity,,DRI UN Equity,,DTE UN Equity,,DUK UN Equity,,DVA UN Equity,,DVN UN Equity,,DWDP UN Equity,,DXC UN Equity,,EA UW Equity,,EBAY UW Equity,,ECL UN Equity,,ED UN Equity,,EFX UN Equity,,EIX UN Equity,,EL UN Equity,,EMN UN Equity,,EMR UN Equity,,EOG UN Equity,,EQIX UW Equity,,EQR UN Equity,,EQT UN Equity,,ES UN Equity,,ESRX UW Equity,,ESS UN Equity,,ETFC UW Equity,,ETN UN Equity,,ETR UN Equity,,EVHC UN Equity,,EW UN Equity,,EXC UN Equity,,EXPD UW Equity,,EXPE UW Equity,,EXR UN Equity,,F UN Equity,,FAST UW Equity,,FB UW Equity,,FBHS UN Equity,,FCX UN Equity,,FDX UN Equity,,FE UN Equity,,FFIV UW Equity,,FIS UN Equity,,FISV UW Equity,,FITB UW Equity,,FL UN Equity,,FLIR UW Equity,,FLR UN Equity,,FLS UN Equity,,FMC UN Equity,,FOX UW Equity,,FOXA UW Equity,,FRT UN Equity,,FTI UN Equity,,FTV UN Equity,,GD UN Equity,,GE UN Equity,,GGP UN Equity,,GILD UW Equity,,GIS UN Equity,,GLW UN Equity,,GM UN Equity,,GOOG UW Equity,,GOOGL UW Equity,,GPC UN Equity,,GPN UN Equity,,GPS UN Equity,,GRMN UW Equity,,GS UN Equity,,GT UW Equity,,GWW UN Equity,,HAL UN Equity,,HAS UW Equity,,HBAN UW Equity,,HBI UN Equity,,HCA UN Equity,,HCN UN Equity,,HCP UN Equity,,HD UN Equity,,HES UN Equity,,HIG UN Equity,,HLT UN Equity,,HOG UN Equity,,HOLX UW Equity,,HON UN Equity,,HP UN Equity,,HPE UN Equity,,HPQ UN Equity,,HRB UN Equity,,HRL UN Equity,,HRS UN Equity,,HSIC UW Equity,,HST UN Equity,,HSY UN Equity,,HUM UN Equity,,IBM UN Equity,,ICE UN Equity,,IDXX UW Equity,,IFF UN Equity,,ILMN UW Equity,,INCY UW Equity,,INFO UW Equity,,INTC UW Equity,,INTU UW Equity,,IP UN Equity,,IPG UN Equity,,IR UN Equity,,IRM UN Equity,,ISRG UW Equity,,IT UN Equity,,ITW UN Equity,,IVZ UN Equity,,JBHT UW Equity,,JCI UN Equity,,JEC UN Equity,,JNJ UN Equity,,JNPR UN Equity,,JPM UN Equity,,JWN UN Equity,,K UN Equity,,KEY UN Equity,,KHC UW Equity,,KIM UN Equity,,KLAC UW Equity,,KMB UN Equity,,KMI UN Equity,,KMX UN Equity,,KO UN Equity,,KORS UN Equity,,KR UN Equity,,KSS UN Equity,,KSU UN Equity,,L UN Equity,,LB UN Equity,,LEG UN Equity,,LEN UN Equity,,LH UN Equity,,LKQ UW Equity,,LLL UN Equity,,LLY UN Equity,,LMT UN Equity,,LNC UN Equity,,LNT UN Equity,,LOW UN Equity,,LRCX UW Equity,,LUK UN Equity,,LUV UN Equity,,LVLT UN Equity,,LYB UN Equity,,M UN Equity,,MA UN Equity,,MAA UN Equity,,MAC UN Equity,,MAR UW Equity,,MAS UN Equity,,MAT UW Equity,,MCD UN Equity,,MCHP UW Equity,,MCK UN Equity,,MCO UN Equity,,MDLZ UW Equity,,MDT UN Equity,,MET UN Equity,,MGM UN Equity,,MHK UN Equity,,MKC UN Equity,,MLM UN Equity,,MMC UN Equity,,MMM UN Equity,,MNST UW Equity,,MO UN Equity,,MON UN Equity,,MOS UN Equity,,MPC UN Equity,,MRK UN Equity,,MRO UN Equity,,MS UN Equity,,MSFT UW Equity,,MSI UN Equity,,MTB UN Equity,,MTD UN Equity,,MU UW Equity,,MYL UW Equity,,NAVI UW Equity,,NBL UN Equity,,NDAQ UW Equity,,NEE UN Equity,,NEM UN Equity,,NFLX UW Equity,,NFX UN Equity,,NI UN Equity,,NKE UN Equity,,NLSN UN Equity,,NOC UN Equity,,NOV UN Equity,,NRG UN Equity,,NSC UN Equity,,NTAP UW Equity,,NTRS UW Equity,,NUE UN Equity,,NVDA UW Equity,,NWL UN Equity,,NWS UW Equity,,NWSA UW Equity,,O UN Equity,,OKE UN Equity,,OMC UN Equity,,ORCL UN Equity,,ORLY UW Equity,,OXY UN Equity,,PAYX UW Equity,,PBCT UW Equity,,PCAR UW Equity,,PCG UN Equity,,PCLN UW Equity,,PDCO UW Equity,,PEG UN Equity,,PEP UN Equity,,PFE UN Equity,,PFG UN Equity,,PG UN Equity,,PGR UN Equity,,PH UN Equity,,PHM UN Equity,,PKG UN Equity,,PKI UN Equity,,PLD UN Equity,,PM UN Equity,,PNC UN Equity,,PNR UN Equity,,PNW UN Equity,,PPG UN Equity,,PPL UN Equity,,PRGO UN Equity,,PRU UN Equity,,PSA UN Equity,,PSX UN Equity,,PVH UN Equity,,PWR UN Equity,,PX UN Equity,,PXD UN Equity,,PYPL UW Equity,,Q UN Equity,,QCOM UW Equity,,QRVO UW Equity,,RCL UN Equity,,RE UN Equity,,REG UN Equity,,REGN UW Equity,,RF UN Equity,,RHI UN Equity,,RHT UN Equity,,RJF UN Equity,,RL UN Equity,,RMD UN Equity,,ROK UN Equity,,ROP UN Equity,,ROST UW Equity,,RRC UN Equity,,RSG UN Equity,,RTN UN Equity,,SBAC UW Equity,,SBUX UW Equity,,SCG UN Equity,,SCHW UN Equity,,SEE UN Equity,,SHW UN Equity,,SIG UN Equity,,SJM UN Equity,,SLB UN Equity,,SLG UN Equity,,SNA UN Equity,,SNI UW Equity,,SNPS UW Equity,,SO UN Equity,,SPG UN Equity,,SPGI UN Equity,,SRCL UW Equity,,SRE UN Equity,,STI UN Equity,,STT UN Equity,,STX UW Equity,,STZ UN Equity,,SWK UN Equity,,SWKS UW Equity,,SYF UN Equity,,SYK UN Equity,,SYMC UW Equity,,SYY UN Equity,,T UN Equity,,TAP UN Equity,,TDG UN Equity,,TEL UN Equity,,TGT UN Equity,,TIF UN Equity,,TJX UN Equity,,TMK UN Equity,,TMO UN Equity,,TRIP UW Equity,,TROW UW Equity,,TRV UN Equity,,TSCO UW Equity,,TSN UN Equity,,TSS UN Equity,,TWX UN Equity,,TXN UW Equity,,TXT UN Equity,,UA UN Equity,,UAA UN Equity,,UAL UN Equity,,UDR UN Equity,,UHS UN Equity,,ULTA UW Equity,,UNH UN Equity,,UNM UN Equity,,UNP UN Equity,,UPS UN Equity,,URI UN Equity,,USB UN Equity,,UTX UN Equity,,V UN Equity,,VAR UN Equity,,VFC UN Equity,,VIAB UW Equity,,VLO UN Equity,,VMC UN Equity,,VNO UN Equity,,VRSK UW Equity,,VRSN UW Equity,,VRTX UW Equity,,VTR UN Equity,,VZ UN Equity,,WAT UN Equity,,WBA UW Equity,,WDC UW Equity,,WEC UN Equity,,WFC UN Equity,,WHR UN Equity,,WLTW UW Equity,,WM UN Equity,,WMB UN Equity,,WMT UN Equity,,WRK UN Equity,,WU UN Equity,,WY UN Equity,,WYN UN Equity,,WYNN UW Equity,,XEC UN Equity,,XEL UN Equity,,XL UN Equity,,XLNX UW Equity,,XOM UN Equity,,XRAY UW Equity,,XRX UN Equity,,XYL UN Equity,,YUM UN Equity,,ZBH UN Equity,,ZION UW Equity,,ZTS UN Equity
2007/01/31,,22.8828,,#N/A N/A,,37.95,,12.2471,,#N/A N/A,,25.4132,,25.3591,,37.75,,38.87,,#N/A N/A,,32,,#N/A N/A,,67.93,,43.72,,53.11,,43.53,,20.79,,42.16,,47.61,,27.22,,1146.8259,,44.5283,,55.58,,28.67,,56.18,,38.99,,16.55,,10.7125,,60.16,,#N/A N/A,,10.3925,,17.73,,#N/A N/A,,15.4044,,111.4,,70.37,,58.96,,39.83,,37.67,,41.195,,24.945,,78.38,,35.86,,6.3917,,72.97,,43.75,,69.0235,,16.93,,108.36,,#N/A N/A,,8.515,,143.472,,#N/A N/A,,68.36,,#N/A N/A,,58.22,,48.301,,125.63,,89.56,,52.58,,26.9782,,42.26,,50.4,,82.52,,76.94,,39.7033,,17.4907,,#N/A N/A,,69.03,,44.526,,42.4104,,167.76,,11.58,,28.79,,73.35,,18.45,,17.135,,126.09,,551.3,,#N/A N/A,,20.0062,,51.2828,,64.07,,57.78,,37.61,,#N/A N/A,,31.17,,35.16,,51.56,,18.9,,26.84,,11.2325,,6.1,,#N/A N/A,,11.3275,,28.0074,,53.05,,#N/A N/A,,44.133,,44.74,,34.15,,65.42,,59.3,,14.7733,,#N/A N/A,,59.42,,33.64,,16.69,,12.46,,17.26,,80.4,,8.1075,,45.86,,68.21,,47.7,,50.6257,,56.18,,#N/A N/A,,38.48,,10.9575,,26.59,,#N/A N/A,,#N/A N/A,,41.15,,44.84,,21.3225,,25.2185,,33.65,,72.88,,#N/A N/A,,41.48,,#N/A N/A,,50.14,,#N/A N/A,,#N/A N/A,,52.48,,29.06,,28.0656,,34.7024,,7.6795,,#N/A N/A,,36.3124,,#N/A N/A,,35.94,,10.4867,,41.1449,,#N/A N/A,,44.12,,35.047,,46.37,,59.07,,27.3,,70.09,,41.54,,#N/A N/A,,50,,13.6322,,43.9,,48.28,,41.53,,44.98,,23.75,,29.28,,44.97,,34.565,,84.07,,56.28,,43.25,,27.65,,17.38,,144.34,,243.8,,39.175,,92.85,,#N/A N/A,,12.79,,59.99,,42.69,,20.173,,19.74,,8.13,,18.64,,#N/A N/A,,#N/A N/A,,28.755,,110.4,,59.33,,35.72,,23.6856,,26.285,,39.9,,22.44,,15.455,,41.3,,17.69,,19.4625,,#N/A N/A,,#N/A N/A,,93.42,,14.6976,,#N/A N/A,,78.15,,36.05,,45.4178,,16.08,,28.62,,20.84,,#N/A N/A,,#N/A N/A,,250.893,,47.52,,18.88,,19.17,,50.22,,212.16,,#N/A N/A,,77.65,,29.54,,#N/A N/A,,23.28,,6.395,,#N/A N/A,,46.81,,37.5526,,40.74,,53.99,,94.91,,#N/A N/A,,68.27,,27.775,,45.4299,,26.83,,#N/A N/A,,19.6494,,24.6,,9.475,,48.0136,,25.385,,25.852,,51.04,,55.5,,99.15,,26.11,,21.4525,,48.48,,20.425,,7.43,,#N/A N/A,,20.96,,31.45,,33.2232,,13.16,,34.2264,,23.9637,,32.803,,21.86,,50.99,,24.37,,25.13,,23.0233,,45.275,,66.8,,#N/A N/A,,50.93,,55.71,,49.27,,38.17,,#N/A N/A,,49.6,,49.23,,66.5152,,#N/A N/A,,28.715,,23.94,,#N/A N/A,,12.8,,70.91,,30.06,,43.46,,27.94,,24.24,,54.38,,73.44,,5.355,,78.9715,,54.12,,97.19,,67.14,,18.175,,33.71,,45.81,,26.6177,,15.1,,#N/A N/A,,#N/A N/A,,41.49,,11.155,,60.12,,88.4433,,#N/A N/A,,28.1157,,#N/A N/A,,44.35,,34.76,,55.75,,71.56,,#N/A N/A,,53.45,,55.3573,,69.97,,82.42,,39.04,,115.42,,29.5,,74.3,,6.348,,20.2272,,55.09,,19.92,,#N/A N/A,,44.75,,27.421,,68.7252,,30.86,,81.2957,,121.31,,82.8,,#N/A N/A,,#N/A N/A,,#N/A N/A,,26.705,,34.08,,56.65,,45.1,,3.257,,42.81,,9.3524,,12.3513,,#N/A N/A,,64.355,,27.3248,,29.965,,49.65,,37.6,,60.75,,64.54,,20.4333,,29.54,,#N/A N/A,,#N/A N/A,,28.78,,18.7829,,52.6,,#N/A N/A,,34.91,,44.4706,,40.01,,21.4238,,44.58,,46.68,,42.62,,37.61,,33.515,,65.24,,26.24,,61.61,,64.87,,23.19,,55.1733,,34.34,,22.84,,23.87,,60.85,,#N/A N/A,,73.77,,31.16,,48.79,,33.145,,33.0346,,#N/A N/A,,89.13,,108.76,,#N/A N/A,,55.15,,20.57,,63.06,,41,,#N/A N/A,,#N/A N/A,,37.66,,#N/A N/A,,44.93,,93.6,,87.1,,19.89,,36.26,,40.7,,22.73,,31.92,,82.05,,26.29,,61.21,,51.92,,8.0975,,30.69,,28.8333,,51.9,,29.71,,17.47,,40.72,,#N/A N/A,,32.95,,69.1,,47.86,,47.49,,63.49,,146.58,,48.21,,#N/A N/A,,26.6,,36.53,,102.702,,67.08,,38.5,,57.38,,83.1,,71.05,,#N/A N/A,,24.74,,57.26,,6.57,,#N/A N/A,,61.94,,17.71,,34.55,,37.63,,40.4,,31.85,,#N/A N/A,,61.36,,39.26,,14.785,,28.8844,,47.85,,#N/A N/A,,47.99,,50.85,,12.5825,,17.75,,30.9,,43.2815,,#N/A N/A,,46.585,,#N/A N/A,,6.5605,,#N/A N/A,,30.3388,,28.965,,#N/A N/A,,52.26,,22,,25.25,,72.28,,25.75,,35.6,,68.02,,#N/A N/A,,40.85,,18.9675,,#N/A N/A,,49.5833,,101.84,,86.1919,,#N/A N/A,,23.9,,35.35,,40.5042,,35.8322,,56.69,,#N/A N/A,,#N/A N/A,,23.28,,35.92,,91.43,,#N/A N/A,,37.98,,22.0394,,47.69,,#N/A N/A,,22.34,,30.6948,,31.2,,111.74,,37.48,,23.33,,69,,24.3,,74.1,,30.84,,45.315,,#N/A N/A,,21.5752,,84.22,,84.82,,#N/A N/A
2007/02/28,,22.6826,,#N/A N/A,,37.65,,12.0871,,#N/A N/A,,25.5781,,26.1342,,35.7,,39.25,,#N/A N/A,,34.495,,#N/A N/A,,59.75,,41.15,,52.23,,45.25,,21.32,,44.27,,47.385,,26.36,,1126.9722,,41.8479,,53.55,,28.63,,51.57,,40.925,,16.42,,10.25,,60.06,,#N/A N/A,,9.22,,18.62,,#N/A N/A,,15.2,,113.5,,64.26,,58.57,,38.74,,39.14,,45.62,,25.51,,79.39,,37.65,,6.445,,68.53,,40.23,,69.1714,,16.135,,105.19,,#N/A N/A,,8.36,,133.028,,#N/A N/A,,66.46,,#N/A N/A,,56.87,,46.128,,125.29,,87.62,,51.43,,27.1683,,42.48,,46.47,,79.8,,75.99,,39.13,,17.4667,,#N/A N/A,,65.24,,41.625,,43.057,,159.04,,11.6,,26.39,,70.46,,16.31,,18.41,,120.1,,509.4,,#N/A N/A,,19.6327,,50.3278,,64.42,,56.16,,33.32,,#N/A N/A,,30.35,,32.76,,46.695,,19.94,,26.65,,13.0275,,7.736,,#N/A N/A,,12.005,,28.8398,,50.96,,#N/A N/A,,47.5,,43.22,,33.68,,63.36,,60.39,,12.86,,#N/A N/A,,59.99,,33.76,,17.5,,12.06,,18.01,,77.1067,,8.45,,47.2,,65.64,,45.89,,50.1835,,56.02,,#N/A N/A,,40.83,,10.815,,25.94,,#N/A N/A,,#N/A N/A,,40.77,,44.75,,22.55,,25.6405,,31.41,,69.13,,#N/A N/A,,43.12,,#N/A N/A,,54.21,,#N/A N/A,,#N/A N/A,,51.02,,25.37,,27.1486,,33.8045,,7.4431,,#N/A N/A,,36.5465,,#N/A N/A,,39.64,,11.37,,39.7969,,#N/A N/A,,44.535,,36.6766,,46.3,,59.7,,27.275,,65.71,,43.8,,#N/A N/A,,50.42,,13.4933,,42.3,,49.16,,38.76,,46.92,,23.94,,29.56,,43.3525,,33.87,,82.67,,50.79,,42.89,,29.2475,,18.8525,,138.89,,230.9,,40.72,,99.24,,#N/A N/A,,12.618,,66.37,,44.85,,19.994,,19.04,,7.92,,17.74,,#N/A N/A,,#N/A N/A,,28.705,,114.18,,63.07,,36.31,,25.5963,,26.48,,40.28,,22.72,,17.38,,42.235,,17.3067,,18.3925,,#N/A N/A,,#N/A N/A,,90.49,,15.6113,,#N/A N/A,,76.46,,35.2,,46.8279,,17.89,,28.18,,20.63,,#N/A N/A,,#N/A N/A,,224.943,,48.7,,19.245,,19.19,,54.76,,201.6,,#N/A N/A,,77.44,,30.955,,#N/A N/A,,23.15,,7.1525,,#N/A N/A,,44.81,,33.8792,,39.6,,53.05,,95.06,,#N/A N/A,,65.9,,27.525,,46.4242,,27.245,,#N/A N/A,,17.8788,,21.78,,9.125,,46.3697,,26.085,,25.6665,,53.15,,59.84,,93.31,,30.17,,21.545,,46.8,,16.795,,6.41,,#N/A N/A,,19.9625,,29.51,,35.747,,12.59,,34.7133,,23.8523,,37.033,,21.16,,51.7,,23.87,,26.65,,22.265,,45.17,,63.425,,#N/A N/A,,49.4,,53.225,,50.211,,38.105,,#N/A N/A,,50.26,,51.86,,65.2788,,#N/A N/A,,26.35,,23.34,,#N/A N/A,,12.8675,,68.99,,32.04,,43.5025,,27.83,,23.82,,49.4,,79.75,,5.43,,83.7766,,53.065,,97.63,,68.15,,20.91,,32.56,,44.66,,27.5419,,15.1345,,#N/A N/A,,#N/A N/A,,44.66,,10.718,,55.23,,87.3138,,#N/A N/A,,26.2349,,#N/A N/A,,43.72,,35.865,,55.82,,64.8,,#N/A N/A,,50.36,,56.2752,,71.02,,87.52,,38.29,,125.595,,29.42,,74.56,,5.833,,19.5074,,52.69,,25.44,,#N/A N/A,,44.16,,27.6638,,62.1922,,28.27,,75.8487,,120.52,,86.36,,#N/A N/A,,#N/A N/A,,#N/A N/A,,28.8225,,29.93,,59.48,,45.07,,3.219,,43.22,,9.3485,,13.0588,,#N/A N/A,,65.181,,31.3803,,33.12,,47.4,,38.67,,60.3,,60.87,,20.6667,,30.83,,#N/A N/A,,#N/A N/A,,27.6365,,18.2358,,51.805,,#N/A N/A,,34.43,,44.298,,40.63,,21.1381,,46.46,,46.42,,52.41,,33.38,,37.45,,63.15,,25.25,,60.89,,63.49,,22.93,,55.1,,29.56,,24.5,,23.7,,58.78,,#N/A N/A,,73.31,,31.22,,47.42,,33.375,,35.2802,,#N/A N/A,,90.94,,101.27,,#N/A N/A,,54.84,,23.19,,61.69,,38.45,,#N/A N/A,,#N/A N/A,,40.4,,#N/A N/A,,40.68,,97.21,,86.4,,19.84,,35.82,,39.17,,22.45,,30.1,,86.98,,23.89,,62.38,,53.12,,8.2113,,31.93,,28.0467,,53.55,,26.97,,15.45,,41.73,,#N/A N/A,,32.32,,66.865,,46.46,,49.88,,62.975,,145.86,,50.37,,#N/A N/A,,25.58,,36.1875,,101.975,,64.815,,38.905,,60.05,,85.04,,65.51,,#N/A N/A,,23.46,,55.57,,6.6,,#N/A N/A,,62.02,,17.1,,32.96,,36.8,,42.38,,31.9,,#N/A N/A,,61.65,,43.54,,13.785,,28.4089,,45.27,,#N/A N/A,,46.56,,50.76,,12.7925,,18.29,,31.22,,40.3823,,#N/A N/A,,46.145,,#N/A N/A,,5.9342,,#N/A N/A,,30.2092,,28.97,,#N/A N/A,,52.2,,21.41,,24.745,,70.61,,28.58,,35.66,,65.895,,#N/A N/A,,40.6906,,19.9525,,#N/A N/A,,52.7713,,116.95,,89.6086,,#N/A N/A,,25.3,,30.69,,40.1364,,34.8182,,54.26,,#N/A N/A,,#N/A N/A,,24.1,,34.7,,88.64,,#N/A N/A,,34.05,,22.023,,48.3,,#N/A N/A,,21.67,,35.1435,,35.2,,98.02,,34.95,,23.63,,71,,25.71,,72,,31.54,,45.4994,,#N/A N/A,,20.831,,84.33,,85.77,,#N/A N/A
2007/03/30,,24.0913,,#N/A N/A,,38.61,,13.2729,,#N/A N/A,,25.617,,26.6988,,38.54,,41.7,,#N/A N/A,,36.8228,,#N/A N/A,,61.62,,37.6,,50.935,,49.1738,,21.52,,43.79,,47.2445,,26.43,,1128.9877,,41.0161,,53.7303,,28.64,,49.92,,41.445,,15.86,,9.525,,60.44,,#N/A N/A,,10.81,,18.3693,,#N/A N/A,,15.3778,,108.35,,55.88,,57.248,,38.95,,39.79,,50.2701,,25.385,,81.1,,37.96,,6.37,,70.7,,43.07,,68.7277,,16.15,,101.11,,#N/A N/A,,9.47,,126.539,,#N/A N/A,,64.66,,#N/A N/A,,56.4,,45.329,,128.14,,89.267,,51.5817,,28.7044,,41.02,,48.72,,79.51,,77.135,,40.3267,,17.5633,,#N/A N/A,,66.262,,40.878,,42.9828,,156.98,,11.4873,,27.76,,72.8,,14.54,,18.855,,118.08,,518.9007,,#N/A N/A,,19.3837,,52.446,,67.03,,57.31,,34.18,,#N/A N/A,,30.81,,32.13,,47.1376,,21.06,,26.23,,13.6125,,7.714,,#N/A N/A,,12.6059,,29.2654,,47.93,,#N/A N/A,,47.562,,42.755,,33.395,,63.69,,59.76,,12.975,,#N/A N/A,,62.1,,36.277,,17.851,,10.495,,18.111,,75.4861,,8.42,,50.05,,67.0935,,48.62,,52.4311,,53.965,,#N/A N/A,,38.95,,10.705,,25.53,,#N/A N/A,,#N/A N/A,,36.4487,,45.255,,22.0675,,25.5051,,34.14,,74.5205,,#N/A N/A,,44.7534,,#N/A N/A,,54.54,,#N/A N/A,,#N/A N/A,,49.87,,22,,27.0841,,33.9722,,8.8659,,#N/A N/A,,39.0939,,#N/A N/A,,40.1862,,12.7467,,40.6463,,#N/A N/A,,43.9386,,36.8826,,48.43,,61.5192,,26.66,,69.36,,46.235,,#N/A N/A,,50.36,,13.9521,,43.115,,51.6696,,36.488,,49.42,,24.425,,31.885,,43.3525,,35.67,,85.63,,48.6925,,48.5691,,32.9814,,20.18,,130.41,,212.2,,42.0018,,105.494,,#N/A N/A,,12.675,,69.1686,,41.32,,21.8,,19.1675,,7.89,,17.6293,,#N/A N/A,,#N/A N/A,,33.095,,107.52,,66.7693,,33.34,,25.3512,,26.53,,39.11,,23.55,,17.835,,44.96,,19.1133,,18.9025,,#N/A N/A,,#N/A N/A,,91.195,,16.5559,,#N/A N/A,,76.4,,35.6435,,47.6695,,19.125,,29.11,,22.74,,#N/A N/A,,#N/A N/A,,229.302,,49.365,,17.0389,,17.21,,54.15,,206.63,,#N/A N/A,,77.53,,31.8171,,#N/A N/A,,22.115,,7.3475,,#N/A N/A,,43.9,,33.1974,,36.965,,55.57,,96.0854,,#N/A N/A,,58.96,,28.82,,46.0444,,30.3902,,#N/A N/A,,18.2601,,21.175,,9.2975,,48.2403,,27.59,,25.8911,,54.9391,,58.02,,94.564,,24.442,,21.9075,,47.43,,14.65,,6.59,,#N/A N/A,,19.2384,,27.36,,36.1341,,12.31,,34.7613,,22.3792,,40.523,,23.95,,51.81,,22.1,,26.3289,,22.8572,,46.65,,60.618,,#N/A N/A,,48.38,,53.0746,,51.7298,,37.8324,,#N/A N/A,,48.74,,53.4437,,66.151,,#N/A N/A,,24.54,,24.17,,#N/A N/A,,14.1608,,76.61,,35.58,,45.4954,,26.2012,,22.84,,42.3472,,72.63,,5.465,,84.1324,,54.1436,,97.369,,67.79,,22.41,,31.49,,47.34,,28.6218,,14.7044,,#N/A N/A,,#N/A N/A,,45.1775,,10.624,,56.26,,86.1571,,#N/A N/A,,24.0816,,#N/A N/A,,45.05,,35.7945,,58.603,,62.1367,,#N/A N/A,,49.06,,56.2752,,69.52,,82.05,,38.52,,135.497,,29.29,,76.925,,6.313,,20.5235,,54.96,,26.66,,#N/A N/A,,44.55,,30.1302,,65.3799,,27.9689,,72.5723,,116.41,,89.57,,#N/A N/A,,#N/A N/A,,#N/A N/A,,29.8639,,29.41,,61.5946,,42.09,,3.313,,41.71,,9.6039,,13.3288,,#N/A N/A,,67.666,,35.0528,,36.02,,50.6,,36.52,,60.39,,65.74,,19.1867,,31.3032,,#N/A N/A,,#N/A N/A,,28.4574,,19.6978,,51.315,,#N/A N/A,,33.1,,47.5114,,37.87,,21.1429,,49.0742,,48.63,,53.26,,35.49,,41.8125,,63.86,,25.5535,,59.87,,63.16,,21.82,,57.7216,,26.5,,24.65,,24.22,,58.79,,#N/A N/A,,71.97,,31.16,,48.25,,35.42,,38.2357,,#N/A N/A,,90.26,,95.17,,#N/A N/A,,58.8375,,25.22,,63.26,,43.24,,#N/A N/A,,#N/A N/A,,42.7871,,#N/A N/A,,42.316,,96.65,,84.1931,,21.62,,35.73,,37.1047,,22.93,,29.86,,88.2,,25.185,,60.15,,54.88,,8.6197,,33.43,,27.9267,,52.715,,29.55,,15.68,,43.61,,#N/A N/A,,31.6981,,66.353,,50.04,,53.621,,69.2926,,137.88,,48.359,,#N/A N/A,,26.23,,37.0467,,100.627,,63.08,,40.75,,61.32,,83.759,,64.96,,#N/A N/A,,21.18,,55.66,,5.75,,#N/A N/A,,66.32,,17.3,,33.83,,39.43,,47.489,,36.38,,#N/A N/A,,59.3756,,45.58,,13.5143,,29.1511,,46.75,,#N/A N/A,,47.36,,52.03,,12.875,,19.4525,,31.92,,39.1321,,#N/A N/A,,45.0937,,#N/A N/A,,6.6251,,#N/A N/A,,28.331,,28.6696,,#N/A N/A,,53,,23.03,,25.4776,,70.519,,27.5,,35.37,,65.262,,#N/A N/A,,42.2314,,20.7925,,#N/A N/A,,59.0324,,116.94,,84.0714,,#N/A N/A,,25.12,,28.04,,37.312,,35.274,,58,,#N/A N/A,,#N/A N/A,,24.3865,,34.43,,85.324,,#N/A N/A,,34.65,,23.3132,,47.17,,#N/A N/A,,21.95,,30.5884,,34.15,,94.86,,37.062,,24.9125,,70.34,,25.8204,,75.7868,,32.79,,44.4983,,#N/A N/A,,20.8741,,85.41,,84.9061,,#N/A N/A
